contrast_id,col_a,col_b,condition,pair_id,source_idx,target_idx,patch_layer,base_prediction,patched_prediction,delta_wsr_predicted,delta_activation_norm,base_source,elapsed_seconds
final_decision_continuous__minus__evaluation_continuous,final_decision_continuous,evaluation_continuous,main,13,209,443,19,-0.0405956674567725,-0.14308528413240532,-0.10248961667563282,119.69797830784465,live_unpatched_same_model,1.2384316999814473
final_decision_continuous__minus__evaluation_continuous,final_decision_continuous,evaluation_continuous,main,14,322,267,19,0.20774430399201,0.15812779480131975,-0.049616509190690244,140.07018286936724,live_unpatched_same_model,1.2320397000294179
final_decision_continuous__minus__evaluation_continuous,final_decision_continuous,evaluation_continuous,main,15,65,148,19,0.0040545803889276,0.15073987176404816,0.14668529137512057,124.16221683795429,live_unpatched_same_model,1.2430112000438385
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,1,86,202,19,0.36599235769651617,0.06354910328665017,-0.30244325440986597,144.02185543531132,live_unpatched_same_model,1.2299606999731623
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,2,68,115,19,-0.02194158574555502,-0.1069244984244743,-0.08498291267891928,71.40806438994002,live_unpatched_same_model,1.9123820000095293
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,3,290,136,19,-0.0007544091398908059,-0.009411051819443935,-0.008656642679553128,156.33467764029007,live_unpatched_same_model,1.238947800011374
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,4,131,19,19,-0.016566847306409616,-0.0016682610793858365,0.014898586227023778,91.40568390414413,live_unpatched_same_model,1.2566678000148386
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,5,70,135,19,0.3260313940895725,0.09048068351029624,-0.23555071057927623,133.86533456399275,live_unpatched_same_model,1.2339915000484325
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,6,4,322,19,-0.11738416059676274,0.027334240507999902,0.14471840110476264,152.57609904433846,live_unpatched_same_model,1.2336844999808818
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,7,266,7,19,-0.07852485546632444,-0.10001633806040315,-0.02149148259407871,122.4630961356515,live_unpatched_same_model,1.2392431000480428
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,8,186,235,19,-0.09802030912544293,0.4045918628282553,0.5026121719536982,129.3153010748425,live_unpatched_same_model,1.2332485999795608
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,9,411,65,19,0.039950680151655364,-0.09566546839871609,-0.13561614855037146,108.9443371947327,live_unpatched_same_model,1.2391125000431202
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,10,117,5,19,-0.09312252330809584,-0.17170381741115393,-0.07858129410305809,93.70292394945825,live_unpatched_same_model,1.2338044999632984
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,11,471,317,19,-0.03302344920578868,0.061834568155105574,0.09485801736089425,134.52648435915754,live_unpatched_same_model,1.2384598999633454
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,12,429,112,19,0.1990575871180384,-0.03967202579193788,-0.23872961290997627,108.69810456497186,live_unpatched_same_model,1.2481335999909788
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,13,145,90,19,-0.02420735118099586,-0.018380291680417406,0.005827059500578453,107.96528938342453,live_unpatched_same_model,1.2557224000338465
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,14,274,13,19,0.3222584150282147,0.025002526442386416,-0.29725588858582824,96.31952180840169,live_unpatched_same_model,1.2511698000016622
comprehension_continuous__minus__judgment_continuous,comprehension_continuous,judgment_continuous,main,15,210,346,19,-0.07266407230048655,0.03595310591756405,0.1086171782180506,97.70862895043851,live_unpatched_same_model,1.237786999961827
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,1,158,443,19,-0.0405956674567725,0.08019924833019414,0.12079491578696663,125.26967707387328,live_unpatched_same_model,1.2368498999858275
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,2,304,51,19,-0.06029996636308621,-0.21947376518936682,-0.1591737988262806,98.89670665806341,live_unpatched_same_model,1.250905499968212
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,3,288,20,19,0.004705660063940068,-0.006898534977305333,-0.0116041950412454,101.94635682691441,live_unpatched_same_model,1.2506205000099726
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,4,152,440,19,-0.06833517922283186,-0.01260062752205072,0.05573455170078114,113.74365946178517,live_unpatched_same_model,1.2376113000209443
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,5,65,229,19,-0.08118581051015107,0.001502090364670575,0.08268790087482164,120.24138032341578,live_unpatched_same_model,1.2453157000127248
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,6,132,58,19,-0.0026037768383252906,-0.008307254133183329,-0.005703477294858038,95.30585245845988,live_unpatched_same_model,1.2457540999748744
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,7,128,471,19,0.1553593319424777,0.030566862051960575,-0.12479246989051712,125.55777585581431,live_unpatched_same_model,1.2338536999886855
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,8,473,172,19,-0.09350623465504077,-0.022826694140414747,0.07067954051462602,110.23380288740942,live_unpatched_same_model,1.2424873000127263
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,9,269,453,19,-0.05314028017161151,0.015470125224815322,0.06861040539642684,102.18661122228067,live_unpatched_same_model,1.2529927999712527
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,10,60,126,19,0.5543486881283541,0.3743109062913536,-0.18003778183700053,107.65741891970131,live_unpatched_same_model,1.23714529996505
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,11,117,415,19,-0.08282685837504469,-0.11054468294356357,-0.027717824568518873,110.61564907025446,live_unpatched_same_model,1.2371391000342555
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,12,298,173,19,-0.06435705941284088,0.052229750412682754,0.11658680982552364,120.85702271928757,live_unpatched_same_model,1.2458836999721825
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,13,254,407,19,0.0701096946469617,0.014709536293678669,-0.05540015835328304,102.64773580389016,live_unpatched_same_model,1.2408487999928184
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,14,180,104,19,-0.07174236040737084,-0.09913790503325387,-0.027395544625883034,105.46553060111755,live_unpatched_same_model,1.241324500006158
comprehension_continuous__minus__evaluation_continuous,comprehension_continuous,evaluation_continuous,main,15,121,50,19,-0.09478978247831672,-0.1590800300199489,-0.06429024754163216,123.28292799374947,live_unpatched_same_model,1.236490900046192
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,1,133,346,19,-0.07266407230048655,-0.03243777076195471,0.040226301538531836,95.31764739801811,live_unpatched_same_model,1.239429899957031
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,2,114,401,19,-0.032292797152417285,0.721419679173098,0.7537124763255153,90.42920293405719,live_unpatched_same_model,1.2633135000360198
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,3,473,172,19,-0.09350623465504077,-0.022826694140414747,0.07067954051462602,110.23380288740942,live_unpatched_same_model,1.2407818000065163
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,4,266,454,19,-0.06785014332790076,0.1128848442567209,0.18073498758462167,124.08621502324945,live_unpatched_same_model,1.2370560999843292
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,5,439,61,19,-0.002583559823456133,0.15160065327716962,0.15418421310062574,76.98747825390649,live_unpatched_same_model,1.9232428999966942
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,6,478,202,19,0.36599235769651617,0.21452636944318557,-0.1514659882533306,127.34091431740407,live_unpatched_same_model,1.2301396999973804
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,7,3,322,19,-0.11738416059676274,-0.12717400526675887,-0.009789844669996134,142.5202346579035,live_unpatched_same_model,1.2323312999797054
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,8,315,174,19,-0.029526539326238135,-0.0478727556581293,-0.018346216331891162,133.62657376929792,live_unpatched_same_model,1.2344525999506004
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,9,276,50,19,-0.09478978247831672,0.024276119434508157,0.11906590191282487,127.27365506593836,live_unpatched_same_model,1.2353090000106022
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,10,355,390,19,-0.04985783556892516,0.11095711950734394,0.16081495507626908,106.66603214850771,live_unpatched_same_model,1.2452932000160217
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,11,153,145,19,-0.04254313104933144,-0.00701670199167109,0.03552642905766035,93.37350849290497,live_unpatched_same_model,1.2578273999970406
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,12,267,204,19,-0.04633615568832597,0.12430413144981395,0.17064028713813992,121.89774481864778,live_unpatched_same_model,1.235204300028272
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,13,407,6,19,0.2684616533763441,0.06488354793322346,-0.20357810544312063,108.37033130190954,live_unpatched_same_model,1.24426060001133
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,14,154,417,19,-0.06492606799084925,0.27855755775787494,0.3434836257487242,119.80268740016392,live_unpatched_same_model,1.2443123999983072
comprehension_continuous__minus__final_decision_continuous,comprehension_continuous,final_decision_continuous,main,15,79,368,19,-0.03421138274822592,0.12606690069889667,0.16027828344712258,93.12354176516199,live_unpatched_same_model,1.2452729999786243
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,1,25,278,19,-0.018213686275645343,-0.08614266492917613,-0.06792897865353079,91.48563074161811,live_unpatched_same_model,1.256011200021021
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,2,446,305,19,-0.07076319833538786,-0.000669645347010869,0.07009355298837698,117.58049762871012,live_unpatched_same_model,1.2338756999815814
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,3,229,35,19,0.009100779648764016,-0.042272059115017746,-0.051372838763781764,89.7591497348712,live_unpatched_same_model,1.2443057000054978
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,4,185,483,19,-0.07625208349323294,-0.0670474314693246,0.009204652023908341,110.7000160673652,live_unpatched_same_model,1.2410651000100188
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,5,300,141,19,-0.09213574437727069,-0.0648609874104509,0.027274756966819788,105.6110657926255,live_unpatched_same_model,1.2337366999709047
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,6,161,46,19,0.003892314724903089,0.18793552033345096,0.18404320560854787,99.32801993967989,live_unpatched_same_model,1.2625751000014134
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,7,169,271,19,-0.07310090999484772,-0.04797971284339075,0.025121197151456977,113.39192122616325,live_unpatched_same_model,1.24480179999955
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,8,97,84,19,-0.08960839336864232,0.03925797494776681,0.12886636831640913,98.30917378886683,live_unpatched_same_model,1.238850200024899
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,9,2,431,19,-0.0309484044539522,0.043594377700261894,0.07454278215421409,101.66101987317283,live_unpatched_same_model,1.257663100026548
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,10,129,7,19,-0.07852485546632444,-0.2153203544888453,-0.13679549902252086,114.6234354257003,live_unpatched_same_model,1.2391598999965936
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,11,294,320,19,0.00016852508137353456,0.020026975133659114,0.01985845005228558,90.18318362425946,live_unpatched_same_model,1.2678087999811396
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,12,366,6,19,0.2684616533763441,-0.10928982094936401,-0.3777514743257081,109.49010611613392,live_unpatched_same_model,1.240186500013806
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,13,128,460,19,-0.08736086535143434,-0.1780024366676913,-0.09064157131625697,109.2994899873601,live_unpatched_same_model,1.2362535999855027
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,14,112,179,19,-0.07764136054961855,0.268829035268811,0.3464703958184296,112.14621819336206,live_unpatched_same_model,1.2480195999960415
comprehension_continuous__minus__confidence_continuous,comprehension_continuous,confidence_continuous,main,15,225,59,19,-0.08780640809431096,-0.06195071799673794,0.025855690097573027,103.58285305459532,live_unpatched_same_model,1.2412557000061497
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,1,218,186,19,0.5517011289529234,0.2796520226020618,-0.27204910635086166,124.08618633458181,live_unpatched_same_model,1.2326142999809235
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,2,480,395,19,-0.08528514121253605,-0.02911486915815638,0.056170272054379675,115.59951938630883,live_unpatched_same_model,1.2380054999957792
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,3,219,350,19,-0.10328372372317303,-0.037438116957013254,0.06584560676615978,102.97968190655982,live_unpatched_same_model,1.243762500002049
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,4,60,407,19,0.0701096946469617,0.16960135745339547,0.09949166280643376,118.33825920132598,live_unpatched_same_model,1.2528471000259742
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,5,391,156,19,0.03659638343199634,0.22311411357990354,0.1865177301479072,114.02615615497308,live_unpatched_same_model,1.2470877000014298
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,6,253,70,19,-0.0451771379115059,-0.06994941044199296,-0.024772272530487062,115.60489645342768,live_unpatched_same_model,1.233041699975729
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,7,358,443,19,-0.0405956674567725,-0.03422266148190556,0.006373005974866938,122.4129824290611,live_unpatched_same_model,1.2396992999711074
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,8,135,471,19,0.1553593319424777,0.14166454526256497,-0.013694786679912724,146.1101117393046,live_unpatched_same_model,1.2361466999864206
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,9,392,267,19,0.20774430399201,-0.082159640342942,-0.289903944334952,142.7787749906286,live_unpatched_same_model,1.23207819997333
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,10,35,411,19,-0.08060871612120743,0.019078121469166168,0.0996868375903736,91.0477079166249,live_unpatched_same_model,1.2469329999876209
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,11,246,245,19,-0.10156605456161248,-0.05117647800880053,0.050389576552811954,121.69229634487866,live_unpatched_same_model,1.2350556000019424
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,12,158,59,19,-0.08780640809431096,0.049367252391434274,0.13717366048574525,110.46290989717045,live_unpatched_same_model,1.2400752999819815
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,13,374,416,19,-0.0842262194269309,0.04326137654026392,0.12748759596719483,102.28449913177809,live_unpatched_same_model,1.2349764999817125
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,14,183,181,19,-0.0706881178551478,-0.10094485195068528,-0.030256734095537488,108.93594899301922,live_unpatched_same_model,1.2362259000074118
judgment_continuous__minus__evaluation_continuous,judgment_continuous,evaluation_continuous,main,15,279,419,19,-0.06483529056917664,-0.005206626988817798,0.05962866358035884,111.85772245630353,live_unpatched_same_model,1.2503047999925911
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,1,125,145,19,-0.04254313104933144,0.07660606844919846,0.1191491994985299,85.2051251574838,live_unpatched_same_model,1.258254999993369
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,2,76,334,19,-0.025184014027173435,-0.05989219062881303,-0.03470817660163959,105.03967511859827,live_unpatched_same_model,1.2686514999950305
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,3,49,410,19,-0.09487298787863171,0.2054768930037897,0.3003498808824214,121.84149126255264,live_unpatched_same_model,1.236591499997303
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,4,485,424,19,-0.10695694512328716,-0.017082411799963032,0.08987453332332412,121.38199860266643,live_unpatched_same_model,1.2354010000126436
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,5,482,245,19,-0.10156605456161248,-0.07108474392606609,0.03048131063554639,114.3483965522704,live_unpatched_same_model,1.234243399987463
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,6,460,69,19,-0.09554137689915149,0.1131173646428191,0.2086587415419706,114.17372378609252,live_unpatched_same_model,1.2398060000268742
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,7,315,400,19,-0.07048462739383601,-0.07988664992759428,-0.00940202253375827,151.1790829429095,live_unpatched_same_model,1.2340832999907434
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,8,150,483,19,-0.07625208349323294,-0.040056033104735364,0.036196050388497575,87.68678112283806,live_unpatched_same_model,1.2407856999780051
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,9,322,174,19,-0.029526539326238135,0.10278504403893617,0.1323115833651743,121.59727516192002,live_unpatched_same_model,1.2357298000133596
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,10,288,289,19,-0.06670879569711546,-0.10708347791926162,-0.04037468222214616,94.28586600964952,live_unpatched_same_model,1.2473436000291258
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,11,355,409,19,-0.014410546639758466,0.09748757107326106,0.11189811771301952,99.16309159633123,live_unpatched_same_model,1.2556653999490663
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,12,71,203,19,-0.0686106294665043,0.010527478126078111,0.07913810759258241,96.82134489075649,live_unpatched_same_model,1.2459789999993518
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,13,181,213,19,0.03409290549328006,0.01957592026688791,-0.014516985226392151,125.9160861673079,live_unpatched_same_model,1.239688900008332
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,14,186,235,19,-0.09802030912544293,0.4045918628282553,0.5026121719536982,129.3153010748425,live_unpatched_same_model,1.233388599997852
judgment_continuous__minus__final_decision_continuous,judgment_continuous,final_decision_continuous,main,15,105,223,19,-0.043632276122653676,0.13521961979056016,0.17885189591321382,91.09315975140456,live_unpatched_same_model,1.2584548000013456
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,1,63,7,19,-0.07852485546632444,-0.2190038633907535,-0.14047900792442908,118.01623339134517,live_unpatched_same_model,1.2390854000113904
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,2,77,271,19,-0.07310090999484772,0.1035010272935308,0.17660193728837853,109.34642558436244,live_unpatched_same_model,1.244600599980913
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,3,229,35,19,0.009100779648764016,-0.042272059115017746,-0.051372838763781764,89.7591497348712,live_unpatched_same_model,1.2450873000198044
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,4,67,353,19,-0.0354021398483365,0.30671518384024204,0.34211732368857856,99.9324610968827,live_unpatched_same_model,1.2499088000040501
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,5,453,24,19,-0.06275215097881462,-0.09954392641490692,-0.0367917754360923,119.10462610169219,live_unpatched_same_model,1.2602562999818474
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,6,259,460,19,-0.08736086535143434,-0.06314722611685505,0.02421363923457928,107.27690189284996,live_unpatched_same_model,1.2385275999549776
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,7,76,334,19,-0.025184014027173435,-0.05989219062881303,-0.03470817660163959,105.03967511859827,live_unpatched_same_model,1.2719887000275776
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,8,317,471,19,0.1553593319424777,0.0879950831497506,-0.0673642487927271,134.52648435915754,live_unpatched_same_model,1.2356181999784894
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,9,51,304,19,-0.06935276779905218,0.0636541925780778,0.13300696037713,98.89670665806341,live_unpatched_same_model,1.252613399992697
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,10,168,205,19,-0.06091387558637192,0.07165520421345253,0.13256907979982446,108.08138268008803,live_unpatched_same_model,1.2409223000286147
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,11,287,468,19,-0.07376795775074749,-0.028320280006844417,0.04544767774390307,107.88439064822816,live_unpatched_same_model,1.2390476999571547
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,12,300,141,19,-0.09213574437727069,-0.0648609874104509,0.027274756966819788,105.6110657926255,live_unpatched_same_model,1.2452265999745578
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,13,398,431,19,-0.0309484044539522,0.03875223497537522,0.06970063942932742,97.13677937472012,live_unpatched_same_model,1.2599878999753855
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,14,1,320,19,0.00016852508137353456,-0.11847988773070946,-0.11864841281208299,94.073153043807,live_unpatched_same_model,1.2701087999739684
judgment_continuous__minus__confidence_continuous,judgment_continuous,confidence_continuous,main,15,155,260,19,-0.036223978824460296,-0.11184805599351166,-0.07562407716905137,101.46765005388261,live_unpatched_same_model,1.2544433000148274
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,1,417,483,19,-0.07625208349323294,-0.12175290828467619,-0.04550082479144325,95.78751664902188,live_unpatched_same_model,1.2419212000095285
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,2,63,454,19,-0.06785014332790076,-0.06740438615971739,0.00044575716818337496,121.6363560495256,live_unpatched_same_model,1.2388137000380084
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,3,418,222,19,-0.06708835677208647,0.02088144310284459,0.08796979987493106,100.05007555943818,live_unpatched_same_model,1.2428272999823093
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,4,394,232,19,-0.05057095818497123,-0.02369213193573174,0.02687882624923949,80.11071591332384,live_unpatched_same_model,1.252518199966289
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,5,45,47,19,-0.056610027195399946,-0.0316928937016376,0.024917133493762345,81.53703032062175,live_unpatched_same_model,1.2496161999879405
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,6,458,33,19,-0.03526239531178731,0.07112400435359799,0.1063863996653853,93.5063944059926,live_unpatched_same_model,1.252837800013367
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,7,470,278,19,-0.018213686275645343,-0.027072202072266155,-0.008858515796620812,97.06136828479593,live_unpatched_same_model,1.257929300016258
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,8,453,463,19,-0.05330085670816353,-0.004917964150050081,0.04838289255811345,120.40012307241142,live_unpatched_same_model,1.259286799991969
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,9,378,219,19,-0.09596440418627095,-0.08532157903241652,0.010642825153854424,104.69242315334151,live_unpatched_same_model,1.2343413999769837
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,10,19,431,19,-0.0309484044539522,-0.014150952803357724,0.01679745165059448,98.49587497251697,live_unpatched_same_model,1.2543336999951862
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,11,479,60,19,0.18185368146897982,-0.039377805203837504,-0.22123148667281733,109.03771882136917,live_unpatched_same_model,1.24252470000647
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,12,166,260,19,-0.036223978824460296,-0.07851844745031605,-0.04229446862585576,107.84494407894219,live_unpatched_same_model,1.253581499971915
evaluation_continuous__minus__confidence_continuous,evaluation_continuous,confidence_continuous,main,13,366,6,19,0.2684616533763441,-0.10928982094936401,-0.3777514743257081,109.49010611613392,live_unpatched_same_model,1.237548400007654
